order_id,sku,product_category,ordered_qty,unit_price
O-100041,SKU-042,Home,1,1657.24
O-100041,SKU-008,Fashion,3,308.78
O-100041,SKU-128,Beauty,1,887.57
O-100042,SKU-161,Sports,1,2430.35
O-100042,SKU-096,Fashion,1,408.27
O-100042,SKU-068,Electronics,1,4977.35
O-100043,SKU-007,Beauty,1,1371.47
O-100043,SKU-085,Electronics,1,1991.57
O-100043,SKU-008,Home,1,726.16
O-100044,SKU-105,Beauty,1,160.64
O-100044,SKU-012,Sports,1,1982.44
O-100044,SKU-139,Sports,2,1711.81
O-100045,SKU-044,Electronics,2,3100.57
O-100045,SKU-041,Electronics,3,2392.81
O-100046,SKU-090,Beauty,1,779.28
O-100046,SKU-058,Electronics,2,4588.46
O-100046,SKU-024,Electronics,1,4725.25
O-100047,SKU-122,Beauty,2,725.58
O-100048,SKU-107,Sports,1,989.23
O-100048,SKU-138,Electronics,1,4727.32
O-100048,SKU-113,Fashion,2,553.03
O-100048,SKU-035,Beauty,1,2455.08
O-100049,SKU-121,Sports,1,2230.88
O-100049,SKU-066,Fashion,1,1390.48
O-100049,SKU-033,Sports,1,1803.15
O-100049,SKU-083,Electronics,1,1564.46
O-100050,SKU-123,Sports,2,501.36
O-100050,SKU-127,Home,2,177.67
O-100050,SKU-192,Home,1,1702.76
O-100051,SKU-057,Sports,1,1406.7
O-100052,SKU-034,Home,1,367.61
O-100052,SKU-037,Electronics,1,4160.07
O-100053,SKU-191,Fashion,1,1204.79
O-100053,SKU-025,Sports,2,2259.87
O-100053,SKU-184,Electronics,1,2444.59
O-100053,SKU-104,Home,1,959.53
O-100054,SKU-058,Fashion,2,711.3
O-100054,SKU-065,Fashion,1,742.42
O-100054,SKU-048,Beauty,3,992.23
O-100055,SKU-172,Sports,4,2302.28
O-100055,SKU-152,Sports,2,2040.3
O-100056,SKU-148,Home,2,1153.86
O-100056,SKU-069,Fashion,1,877.56
O-100056,SKU-195,Beauty,2,2086.77
O-100057,SKU-096,Sports,2,2449.47
O-100057,SKU-170,Electronics,1,1832.19
O-100057,SKU-038,Beauty,1,467.03
O-100058,SKU-162,Home,2,217.61
O-100058,SKU-013,Electronics,3,4046.02
O-100058,SKU-051,Home,2,103.86
O-100059,SKU-163,Beauty,4,1083.82
O-100059,SKU-009,Fashion,4,130.29
O-100059,SKU-061,Electronics,2,3320.91
O-100059,SKU-042,Sports,1,1292.93
O-100060,SKU-124,Sports,1,863.38
O-100060,SKU-089,Beauty,3,1159.54
O-100060,SKU-049,Beauty,1,147.69
O-100060,SKU-161,Home,1,2131.59
O-100061,SKU-117,Sports,1,453.18
O-100062,SKU-068,Electronics,1,4784.82
O-100062,SKU-140,Fashion,1,1151.18
O-100062,SKU-113,Sports,2,2190.54
O-100063,SKU-087,Beauty,1,1829.85
O-100063,SKU-048,Sports,1,1337.71
O-100063,SKU-066,Beauty,1,2290.99
O-100063,SKU-088,Electronics,3,3512.1
O-100064,SKU-172,Sports,2,113.52
O-100064,SKU-088,Fashion,2,1430.48
O-100065,SKU-017,Electronics,3,600.01
O-100065,SKU-094,Sports,4,1551.02
O-100065,SKU-110,Home,2,1047.62
O-100065,SKU-165,Electronics,1,2477.25
O-100066,SKU-059,Electronics,1,4479.25
O-100066,SKU-118,Electronics,1,499.42
O-100067,SKU-141,Home,1,1037.54
O-100067,SKU-183,Fashion,4,326.17
O-100067,SKU-076,Fashion,1,1379.38
O-100068,SKU-116,Sports,1,566.5
O-100068,SKU-112,Home,1,623.53
O-100068,SKU-142,Beauty,1,2434.17
O-100068,SKU-022,Sports,1,615.85
O-100069,SKU-050,Electronics,1,2413.96
O-100069,SKU-037,Home,3,1422.01
O-100069,SKU-175,Fashion,1,659.17
O-100069,SKU-057,Sports,1,2415.45
O-100070,SKU-154,Sports,1,1450.71
O-100070,SKU-200,Sports,1,1082.75
O-100070,SKU-039,Sports,2,2263.9
O-100071,SKU-013,Fashion,2,1133.46
O-100071,SKU-137,Sports,4,2016.19
O-100072,SKU-059,Home,1,1826.95
O-100072,SKU-178,Fashion,1,980.69
O-100072,SKU-136,Home,3,691.36
O-100073,SKU-026,Home,2,1816.16
O-100073,SKU-175,Sports,4,685.48
O-100074,SKU-058,Home,1,2085.71
O-100075,SKU-139,Fashion,1,1352.16
O-100075,SKU-157,Electronics,1,4177.19
O-100075,SKU-109,Beauty,1,588.94
O-100075,SKU-052,Fashion,1,621.79
O-100076,SKU-100,Beauty,1,2072.57
O-100076,SKU-134,Fashion,1,158.96
O-100076,SKU-108,Home,3,1437.31
O-100076,SKU-122,Fashion,1,628.89
O-100077,SKU-001,Electronics,1,4742.89
O-100078,SKU-065,Sports,3,926.6
O-100078,SKU-182,Fashion,1,170.2
O-100079,SKU-054,Sports,3,1498.12
O-100080,SKU-153,Electronics,1,2667.95
O-100080,SKU-018,Beauty,2,980.78
O-100081,SKU-036,Beauty,1,1236.44
O-100081,SKU-037,Home,2,1629.09
O-100082,SKU-196,Beauty,2,2382.18
O-100082,SKU-063,Beauty,1,449.28
O-100082,SKU-101,Sports,1,750.09
O-100082,SKU-041,Home,1,1496.49
O-100083,SKU-064,Fashion,1,189.38
O-100084,SKU-019,Home,2,613.18
O-100085,SKU-071,Electronics,2,4515.33
O-100085,SKU-036,Sports,1,265.98
O-100085,SKU-103,Home,1,2137.73
O-100086,SKU-053,Beauty,3,341.15
O-100087,SKU-037,Fashion,1,1440.52
O-100087,SKU-173,Electronics,1,3936.54
O-100087,SKU-071,Electronics,1,483.56
O-100087,SKU-195,Sports,2,860.73
O-100088,SKU-080,Sports,1,1302.82
O-100088,SKU-135,Beauty,1,566.68
O-100088,SKU-027,Home,2,418.39
O-100088,SKU-198,Beauty,2,1425.54
O-100089,SKU-077,Sports,3,1386.83
O-100089,SKU-032,Beauty,3,2212.71
O-100089,SKU-139,Home,1,1293.77
O-100090,SKU-019,Fashion,1,1303.32
O-100090,SKU-194,Fashion,3,1346.03
O-100091,SKU-011,Electronics,2,4980.76
O-100091,SKU-098,Beauty,1,1975.39
O-100091,SKU-066,Beauty,2,908.28
O-100092,SKU-150,Beauty,1,616.14
O-100092,SKU-044,Fashion,2,424.82
O-100092,SKU-182,Home,1,1222.86
O-100093,SKU-134,Sports,1,764.9
O-100093,SKU-027,Sports,1,888.25
O-100093,SKU-023,Fashion,1,155.92
O-100094,SKU-062,Beauty,1,411.3
O-100094,SKU-171,Beauty,1,2247.35
O-100094,SKU-127,Electronics,3,4705.6
O-100095,SKU-164,Electronics,2,4645.83
O-100096,SKU-198,Fashion,1,274.61
O-100096,SKU-072,Fashion,2,1295.14
O-100097,SKU-164,Beauty,1,1135.98
O-100097,SKU-131,Fashion,1,1031.11
O-100097,SKU-085,Fashion,3,201.82
O-100098,SKU-022,Beauty,1,388.03
O-100098,SKU-004,Home,1,941.22
O-100098,SKU-026,Sports,3,468.05
O-100099,SKU-127,Home,3,1309.07
O-100100,SKU-152,Beauty,1,1634.75
O-100101,SKU-171,Beauty,1,1105.32
O-100101,SKU-069,Sports,3,1328.37
O-100101,SKU-027,Sports,1,701.91
O-100101,SKU-200,Sports,1,1576.98
O-100102,SKU-097,Sports,1,909.32
O-100103,SKU-133,Electronics,1,670.85
O-100103,SKU-171,Sports,1,665.58
O-100103,SKU-098,Electronics,1,1880.8
O-100104,SKU-152,Electronics,2,3200.96
O-100104,SKU-165,Sports,1,2139.73
O-100105,SKU-025,Electronics,3,2176.42
O-100106,SKU-196,Fashion,1,963.17
O-100106,SKU-062,Sports,4,960.38
O-100107,SKU-173,Beauty,1,832.29
O-100107,SKU-182,Electronics,1,1015.62
O-100107,SKU-155,Fashion,1,495.21
O-100107,SKU-108,Beauty,3,881.63
O-100108,SKU-118,Electronics,2,4990.7
O-100108,SKU-147,Beauty,1,518.75
O-100108,SKU-134,Beauty,1,1493.2
O-100109,SKU-172,Home,1,637.15
O-100109,SKU-007,Electronics,3,4913.15
O-100109,SKU-056,Fashion,2,526.99
O-100109,SKU-146,Electronics,1,1438.84
O-100110,SKU-075,Electronics,1,1028.02
O-100110,SKU-106,Beauty,2,2498.15
O-100111,SKU-065,Fashion,1,976.73
O-100111,SKU-092,Fashion,1,587.79
O-100111,SKU-175,Home,1,2020.52
O-100112,SKU-071,Beauty,2,820.53
O-100112,SKU-115,Fashion,1,520.42
O-100112,SKU-013,Home,1,675.76
O-100112,SKU-084,Home,1,65.04
O-100113,SKU-143,Sports,2,73.7
O-100113,SKU-198,Fashion,1,1025.06
O-100114,SKU-190,Fashion,1,392.08
O-100114,SKU-103,Home,2,543.97
O-100114,SKU-193,Beauty,1,1563.38
O-100115,SKU-023,Fashion,1,1393.72
O-100116,SKU-091,Home,4,189.69
O-100116,SKU-158,Fashion,1,1481.82
O-100116,SKU-138,Fashion,2,1095.83
O-100116,SKU-190,Electronics,1,628.12
O-100117,SKU-185,Beauty,1,586.71
O-100117,SKU-024,Fashion,3,891.83
O-100117,SKU-164,Sports,1,522.94
O-100118,SKU-128,Beauty,1,180.66
O-100118,SKU-164,Home,1,617.9
O-100118,SKU-048,Fashion,1,1095.07
O-100118,SKU-194,Beauty,1,1858.0
O-100119,SKU-090,Home,1,2332.37
O-100119,SKU-087,Home,1,1750.85
O-100119,SKU-113,Fashion,1,1138.12
O-100119,SKU-093,Electronics,1,1951.39
O-100120,SKU-029,Sports,3,2086.06
O-100120,SKU-049,Fashion,1,450.96
O-100121,SKU-130,Sports,1,1824.69
O-100121,SKU-180,Fashion,1,919.36
O-100121,SKU-165,Sports,1,2446.0
O-100122,SKU-138,Home,1,1724.51
O-100123,SKU-102,Home,1,1427.72
O-100123,SKU-159,Electronics,1,1936.02
O-100123,SKU-179,Electronics,1,3678.88
O-100123,SKU-020,Sports,1,1890.12
O-100124,SKU-170,Beauty,3,865.7
O-100125,SKU-068,Fashion,2,1363.01
O-100125,SKU-038,Sports,1,1896.28
O-100125,SKU-184,Fashion,2,301.16
O-100126,SKU-102,Beauty,1,1367.69
O-100126,SKU-035,Electronics,1,4224.94
O-100127,SKU-189,Fashion,1,1111.26
O-100128,SKU-158,Home,1,1960.12
O-100128,SKU-146,Beauty,3,1675.57
O-100128,SKU-022,Electronics,1,1478.44
O-100128,SKU-083,Home,2,2456.49
O-100129,SKU-141,Electronics,2,3111.79
O-100129,SKU-040,Beauty,1,242.05
O-100129,SKU-171,Home,1,958.54
O-100129,SKU-071,Home,2,473.25
O-100130,SKU-063,Beauty,3,1076.68
O-100130,SKU-058,Home,1,449.67
O-100131,SKU-038,Electronics,1,1637.46
O-100132,SKU-076,Sports,1,1527.37
O-100132,SKU-063,Beauty,1,519.64
O-100132,SKU-006,Beauty,3,1435.35
O-100133,SKU-107,Home,1,295.42
O-100133,SKU-143,Beauty,3,1293.94
O-100133,SKU-142,Home,1,1492.62
O-100133,SKU-146,Sports,1,374.74
O-100134,SKU-149,Beauty,3,825.85
O-100135,SKU-161,Beauty,3,1350.36
O-100135,SKU-148,Fashion,1,1059.06
O-100136,SKU-181,Fashion,3,659.5
O-100137,SKU-068,Home,1,408.11
O-100137,SKU-111,Fashion,1,764.95
O-100137,SKU-095,Sports,2,644.39
O-100137,SKU-094,Fashion,1,1052.23
O-100138,SKU-020,Home,1,1781.09
O-100138,SKU-178,Sports,1,2062.07
O-100138,SKU-035,Sports,1,964.66
O-100138,SKU-083,Home,2,1249.19
O-100139,SKU-025,Beauty,2,1217.29
O-100139,SKU-130,Sports,1,467.72
O-100140,SKU-081,Sports,1,559.48
O-100140,SKU-027,Home,2,383.29
O-100141,SKU-185,Sports,1,1099.21
O-100141,SKU-090,Home,2,1366.27
O-100141,SKU-184,Beauty,1,2386.21
O-100142,SKU-069,Sports,1,2097.07
O-100142,SKU-148,Beauty,2,1236.09
O-100142,SKU-014,Beauty,3,122.4
O-100142,SKU-118,Sports,1,2067.29
O-100143,SKU-112,Sports,1,205.98
O-100143,SKU-017,Beauty,1,154.72
O-100143,SKU-044,Sports,1,1810.1
O-100143,SKU-006,Electronics,1,3338.4
O-100144,SKU-089,Beauty,2,702.06
O-100145,SKU-181,Electronics,2,2493.08
O-100145,SKU-038,Fashion,1,959.2
O-100146,SKU-017,Fashion,1,338.19
O-100147,SKU-146,Sports,1,236.74
O-100147,SKU-065,Beauty,1,855.31
O-100147,SKU-187,Beauty,1,1192.33
O-100147,SKU-008,Home,1,1034.37
O-100148,SKU-102,Home,1,1170.38
O-100149,SKU-170,Sports,3,558.8
O-100149,SKU-116,Fashion,1,474.7
O-100149,SKU-080,Fashion,1,700.02
O-100150,SKU-060,Beauty,1,2412.87
O-100150,SKU-146,Home,1,642.12
O-100150,SKU-131,Sports,1,2003.65
O-100151,SKU-175,Electronics,1,2637.83
O-100151,SKU-151,Sports,1,1012.59
O-100151,SKU-081,Electronics,1,2784.02
O-100152,SKU-183,Electronics,1,1479.94
O-100152,SKU-194,Electronics,1,2173.25
O-100152,SKU-092,Sports,1,1340.57
O-100152,SKU-151,Electronics,2,859.19
O-100153,SKU-136,Home,3,1787.39
O-100153,SKU-106,Home,4,1607.56
O-100154,SKU-064,Home,1,855.47
O-100154,SKU-154,Home,1,1484.82
O-100154,SKU-199,Electronics,1,2620.89
O-100154,SKU-195,Beauty,1,953.02
O-100155,SKU-187,Fashion,1,1094.97
O-100155,SKU-031,Electronics,4,4515.73
O-100156,SKU-025,Beauty,1,1116.88
O-100156,SKU-104,Beauty,1,1255.6
O-100156,SKU-147,Beauty,1,187.57
O-100157,SKU-179,Fashion,3,1396.26
O-100157,SKU-122,Home,1,2471.83
O-100157,SKU-036,Electronics,2,2745.84
O-100158,SKU-080,Beauty,1,1729.91
O-100158,SKU-091,Fashion,3,942.85
O-100158,SKU-046,Beauty,1,1452.06
O-100159,SKU-024,Fashion,1,864.84
O-100159,SKU-048,Beauty,1,1095.09
O-100160,SKU-052,Electronics,3,2415.89
O-100160,SKU-059,Fashion,2,317.89
O-100160,SKU-090,Beauty,1,1335.76
O-100160,SKU-166,Electronics,1,3272.0
O-100161,SKU-135,Fashion,2,368.22
O-100162,SKU-006,Sports,1,586.54
O-100162,SKU-156,Electronics,1,3810.9
O-100162,SKU-016,Fashion,1,418.22
O-100163,SKU-025,Home,2,1585.89
O-100164,SKU-001,Electronics,1,440.11
O-100164,SKU-136,Electronics,4,649.2
O-100165,SKU-084,Beauty,3,766.64
O-100166,SKU-079,Sports,2,358.45
O-100166,SKU-008,Sports,3,664.0
O-100167,SKU-096,Home,2,1271.1
O-100167,SKU-018,Home,1,2349.13
O-100168,SKU-163,Sports,2,1000.36
O-100169,SKU-128,Sports,1,845.74
O-100169,SKU-047,Home,3,1712.4
O-100170,SKU-089,Home,3,1816.57
O-100170,SKU-025,Sports,2,2360.38
O-100171,SKU-096,Home,1,1301.67
O-100171,SKU-147,Beauty,1,440.96
O-100172,SKU-181,Home,2,907.02
O-100172,SKU-198,Beauty,1,1974.39
O-100172,SKU-046,Electronics,1,1320.52
O-100172,SKU-130,Sports,1,1118.34
O-100173,SKU-010,Electronics,1,1738.18
O-100173,SKU-138,Fashion,1,422.26
O-100174,SKU-075,Home,1,547.73
O-100174,SKU-028,Sports,1,856.96
O-100174,SKU-090,Sports,1,1525.79
O-100175,SKU-043,Sports,2,1847.43
O-100175,SKU-026,Home,3,562.22
O-100175,SKU-128,Sports,4,1945.03
O-100175,SKU-050,Fashion,2,592.75
O-100176,SKU-117,Sports,1,2110.04
O-100177,SKU-100,Electronics,2,687.19
O-100177,SKU-115,Sports,1,1113.3
O-100178,SKU-017,Fashion,1,89.06
O-100179,SKU-064,Beauty,1,1258.93
O-100179,SKU-094,Home,1,2368.82
O-100179,SKU-037,Beauty,2,1840.59
O-100179,SKU-062,Electronics,1,3137.86
O-100180,SKU-092,Sports,2,815.07
O-100180,SKU-016,Electronics,1,4536.55
O-100180,SKU-123,Sports,1,1668.82
O-100181,SKU-024,Fashion,2,219.6
O-100181,SKU-170,Sports,1,1874.47
O-100181,SKU-168,Sports,1,1590.15
O-100182,SKU-148,Sports,1,1535.43
O-100183,SKU-134,Beauty,1,369.63
O-100184,SKU-194,Sports,2,2409.46
O-100185,SKU-165,Fashion,1,1083.32
O-100185,SKU-052,Fashion,3,1194.38
O-100186,SKU-035,Home,4,276.03
O-100186,SKU-115,Fashion,1,202.09
O-100186,SKU-196,Beauty,1,276.38
O-100187,SKU-104,Beauty,1,2185.06
O-100187,SKU-112,Electronics,3,1893.16
O-100187,SKU-097,Beauty,1,1470.09
O-100187,SKU-022,Electronics,2,596.8
O-100188,SKU-083,Beauty,1,2219.26
O-100188,SKU-144,Fashion,1,1245.34
O-100188,SKU-124,Beauty,3,476.47
O-100188,SKU-157,Fashion,3,250.16
O-100189,SKU-198,Electronics,2,1461.87
O-100189,SKU-176,Sports,2,2039.66
O-100189,SKU-179,Electronics,1,1088.2
O-100190,SKU-049,Fashion,1,1487.64
O-100190,SKU-023,Sports,1,565.12
O-100191,SKU-192,Fashion,1,476.93
O-100191,SKU-147,Electronics,1,2565.78
O-100191,SKU-139,Sports,1,1328.73
O-100191,SKU-045,Electronics,4,3138.31
O-100192,SKU-013,Fashion,1,1214.51
O-100193,SKU-099,Home,2,2199.15
O-100194,SKU-091,Beauty,4,494.22
O-100194,SKU-138,Sports,2,247.61
O-100194,SKU-014,Sports,1,738.01
O-100194,SKU-176,Home,4,1402.88
O-100195,SKU-131,Electronics,1,3232.15
O-100195,SKU-095,Home,2,838.68
O-100195,SKU-175,Electronics,2,2884.95
O-100196,SKU-118,Fashion,1,678.54
O-100196,SKU-048,Electronics,3,4535.66
O-100196,SKU-057,Home,1,708.1
O-100197,SKU-127,Home,3,1195.47
O-100198,SKU-147,Electronics,1,3862.58
O-100198,SKU-164,Electronics,2,3722.64
O-100198,SKU-157,Beauty,3,1090.3
O-100199,SKU-053,Electronics,3,3000.52
O-100200,SKU-075,Fashion,1,1282.46
O-100200,SKU-002,Home,1,65.66
O-100200,SKU-062,Beauty,1,2447.73
O-100200,SKU-169,Home,1,164.09
O-100201,SKU-096,Home,2,502.05
O-100201,SKU-103,Sports,1,1675.04
O-100201,SKU-012,Home,1,1859.5
O-100201,SKU-040,Sports,4,335.54
O-100202,SKU-172,Sports,2,606.2
O-100202,SKU-067,Fashion,2,636.8
O-100202,SKU-109,Home,1,545.25
O-100202,SKU-175,Fashion,2,1352.22
O-100203,SKU-105,Beauty,4,1517.73
O-100203,SKU-177,Beauty,1,852.75
O-100203,SKU-003,Beauty,1,849.91
O-100204,SKU-072,Beauty,1,326.07
O-100204,SKU-049,Fashion,1,118.08
O-100205,SKU-154,Beauty,1,313.3
O-100205,SKU-003,Electronics,2,828.74
O-100206,SKU-179,Beauty,1,356.75
O-100206,SKU-197,Home,2,1794.49
O-100207,SKU-170,Home,1,2241.97
O-100207,SKU-177,Electronics,1,1248.55
O-100208,SKU-164,Electronics,4,767.82
O-100209,SKU-030,Home,1,2152.29
O-100209,SKU-041,Sports,1,529.5
O-100209,SKU-126,Fashion,1,1372.52
O-100209,SKU-018,Home,1,1926.22
O-100210,SKU-190,Beauty,4,2017.82
O-100210,SKU-066,Fashion,2,1351.56
O-100211,SKU-138,Sports,1,2286.56
O-100211,SKU-074,Fashion,2,701.94
O-100211,SKU-073,Electronics,1,3804.39
O-100212,SKU-195,Electronics,1,4764.73
O-100212,SKU-031,Sports,1,1797.38
O-100212,SKU-102,Beauty,1,313.4
O-100212,SKU-052,Home,1,1669.51
O-100213,SKU-033,Electronics,1,3547.31
O-100213,SKU-133,Beauty,2,1258.65
O-100214,SKU-123,Home,1,585.74
O-100214,SKU-028,Electronics,2,1644.02
O-100214,SKU-029,Beauty,1,2415.1
O-100215,SKU-048,Electronics,2,695.8
O-100215,SKU-022,Home,1,561.78
O-100215,SKU-196,Beauty,1,1282.19
O-100216,SKU-158,Home,1,2362.96
O-100216,SKU-095,Beauty,3,221.74
O-100216,SKU-113,Sports,2,153.76
O-100217,SKU-197,Sports,1,1513.17
O-100217,SKU-011,Home,3,522.59
O-100217,SKU-170,Home,3,180.97
O-100218,SKU-186,Electronics,1,3132.38
O-100218,SKU-082,Sports,2,2216.92
O-100219,SKU-004,Home,2,1647.56
O-100220,SKU-088,Home,4,785.45
O-100220,SKU-065,Fashion,1,1118.66
O-100221,SKU-119,Electronics,1,3063.33
O-100221,SKU-052,Beauty,1,1182.11
O-100222,SKU-098,Electronics,3,2645.27
O-100222,SKU-040,Home,1,2273.91
O-100222,SKU-075,Home,1,2234.38
O-100222,SKU-130,Home,1,1420.55
O-100223,SKU-086,Beauty,1,747.48
O-100223,SKU-169,Electronics,2,1758.46
O-100223,SKU-185,Beauty,1,2088.08
O-100224,SKU-018,Sports,1,2268.38
O-100224,SKU-063,Sports,1,2444.72
O-100225,SKU-074,Sports,2,838.13
O-100226,SKU-042,Electronics,4,4293.67
O-100226,SKU-037,Electronics,2,4272.13
O-100226,SKU-141,Electronics,1,3283.66
O-100226,SKU-082,Beauty,1,334.36
O-100227,SKU-133,Sports,3,240.84
O-100227,SKU-137,Home,1,621.59
O-100227,SKU-005,Fashion,2,449.03
O-100228,SKU-095,Electronics,4,2032.09
O-100228,SKU-010,Home,2,1796.06
O-100228,SKU-037,Electronics,3,4459.79
O-100229,SKU-098,Electronics,2,3979.65
O-100229,SKU-001,Beauty,1,717.02
O-100229,SKU-145,Sports,1,2027.48
O-100230,SKU-031,Electronics,1,3155.94
O-100230,SKU-058,Sports,2,1102.87
O-100230,SKU-196,Sports,4,190.2
O-100231,SKU-019,Beauty,1,2183.13
O-100231,SKU-006,Sports,1,823.69
O-100231,SKU-167,Beauty,1,2332.27
O-100232,SKU-073,Beauty,1,2225.99
O-100232,SKU-176,Home,1,2154.96
O-100232,SKU-158,Beauty,1,1352.18
O-100232,SKU-100,Sports,1,2071.32
O-100233,SKU-065,Fashion,1,943.56
O-100234,SKU-163,Beauty,1,601.73
O-100234,SKU-117,Sports,1,2148.24
O-100234,SKU-123,Fashion,2,423.57
O-100234,SKU-040,Home,4,2262.87
O-100235,SKU-037,Home,1,1244.41
O-100235,SKU-074,Beauty,1,2175.89
O-100235,SKU-164,Fashion,1,1191.87
O-100236,SKU-042,Electronics,3,2797.65
O-100236,SKU-095,Beauty,2,270.36
O-100236,SKU-190,Fashion,1,685.96
O-100237,SKU-037,Beauty,2,947.66
O-100237,SKU-011,Beauty,2,1126.63
O-100238,SKU-182,Home,2,347.88
O-100238,SKU-139,Beauty,1,2298.24
O-100239,SKU-033,Fashion,2,1005.25
O-100239,SKU-161,Home,1,608.78
O-100240,SKU-104,Beauty,2,491.47
O-100240,SKU-108,Beauty,1,633.16
O-100241,SKU-188,Beauty,2,1934.01
O-100242,SKU-114,Fashion,1,1178.46
O-100242,SKU-100,Fashion,3,966.11
O-100242,SKU-119,Fashion,3,623.92
O-100243,SKU-171,Sports,2,2347.46
O-100243,SKU-103,Home,2,1533.67
O-100243,SKU-035,Home,1,1338.08
O-100243,SKU-186,Home,1,2029.63
O-100244,SKU-183,Sports,3,796.91
O-100244,SKU-049,Fashion,1,1071.84
