order_id,sku,product_category,ordered_qty,unit_price,shipped_qty,delivered_qty,delivered_date,damaged_flag,returned_flag,in_full_line_flag,short_qty,line_revenue,delivered_revenue,lost_revenue_est
O-100019,SKU-198,Home,1,1059.21,1,1,2024-04-30,0,0,1,0,1059.21,1059.21,0.0
O-100020,SKU-053,Electronics,1,413.86,1,1,2024-01-10,0,0,1,0,413.86,413.86,0.0
O-100020,SKU-079,Electronics,3,2118.97,3,3,2024-01-10,0,0,1,0,6356.91,6356.91,0.0
O-100020,SKU-047,Sports,4,1915.55,4,4,2024-01-10,0,0,1,0,7662.2,7662.2,0.0
O-100021,SKU-155,Sports,2,1775.45,2,1,2024-03-15,0,0,0,1,3550.9,1775.45,1775.45
O-100021,SKU-011,Fashion,1,1331.26,1,1,2024-03-15,0,1,1,0,1331.26,1331.26,0.0
O-100021,SKU-200,Electronics,2,3651.28,2,1,2024-03-15,1,0,0,1,7302.56,3651.28,3651.28
O-100021,SKU-033,Fashion,1,80.87,1,1,2024-03-15,0,0,1,0,80.87,80.87,0.0
O-100022,SKU-081,Home,1,907.75,1,1,2024-03-06,0,1,1,0,907.75,907.75,0.0
O-100022,SKU-059,Fashion,1,430.7,1,1,2024-03-06,0,0,1,0,430.7,430.7,0.0
O-100022,SKU-169,Home,1,1667.07,1,0,2024-03-06,0,0,0,1,1667.07,0.0,1667.07
O-100022,SKU-054,Beauty,1,2415.34,1,1,2024-03-06,0,0,1,0,2415.34,2415.34,0.0
O-100023,SKU-070,Fashion,1,633.23,1,1,2024-02-07,1,0,1,0,633.23,633.23,0.0
O-100023,SKU-060,Electronics,1,4521.88,1,0,2024-02-07,0,0,0,1,4521.88,0.0,4521.88
O-100023,SKU-056,Home,1,2132.02,1,1,2024-02-07,0,0,1,0,2132.02,2132.02,0.0
O-100024,SKU-113,Electronics,3,4073.39,3,3,2024-01-05,0,0,1,0,12220.17,12220.17,0.0
O-100024,SKU-032,Beauty,2,2125.99,2,2,2024-01-05,0,0,1,0,4251.98,4251.98,0.0
O-100024,SKU-097,Home,1,1404.24,1,1,2024-01-05,0,0,1,0,1404.24,1404.24,0.0
O-100025,SKU-098,Beauty,1,244.75,1,1,2024-01-29,0,1,1,0,244.75,244.75,0.0
O-100025,SKU-013,Beauty,2,1139.77,2,2,2024-01-29,0,0,1,0,2279.54,2279.54,0.0
O-100026,SKU-103,Beauty,1,850.62,1,1,2024-02-26,0,0,1,0,850.62,850.62,0.0
O-100026,SKU-051,Sports,1,2220.45,1,1,2024-02-26,0,0,1,0,2220.45,2220.45,0.0
O-100026,SKU-053,Electronics,1,3261.23,1,1,2024-02-26,0,0,1,0,3261.23,3261.23,0.0
O-100026,SKU-198,Electronics,2,1621.41,2,2,2024-02-26,0,0,1,0,3242.82,3242.82,0.0
O-100027,SKU-045,Sports,1,72.59,1,1,2024-04-10,0,0,1,0,72.59,72.59,0.0
O-100027,SKU-130,Sports,1,1077.78,1,0,2024-04-10,0,0,0,1,1077.78,0.0,1077.78
O-100028,SKU-032,Home,1,1855.86,1,1,2024-01-15,0,0,1,0,1855.86,1855.86,0.0
O-100028,SKU-042,Electronics,3,805.47,3,3,2024-01-16,0,0,1,0,2416.41,2416.41,0.0
O-100029,SKU-126,Fashion,1,1041.55,1,0,2024-04-28,0,0,0,1,1041.55,0.0,1041.55
O-100029,SKU-190,Beauty,1,1564.93,1,1,2024-04-28,0,0,1,0,1564.93,1564.93,0.0
O-100029,SKU-155,Home,1,55.1,1,1,2024-04-28,0,0,1,0,55.1,55.1,0.0
O-100029,SKU-092,Home,3,1409.49,3,3,2024-04-28,0,0,1,0,4228.47,4228.47,0.0
O-100030,SKU-024,Beauty,2,1632.87,2,2,2024-03-03,0,1,1,0,3265.74,3265.74,0.0
O-100030,SKU-130,Fashion,1,150.73,1,1,2024-03-03,0,0,1,0,150.73,150.73,0.0
O-100030,SKU-093,Sports,2,939.97,2,2,2024-03-03,0,0,1,0,1879.94,1879.94,0.0
O-100031,SKU-029,Beauty,1,1785.08,1,1,2024-03-21,0,0,1,0,1785.08,1785.08,0.0
O-100032,SKU-005,Electronics,4,1504.22,4,4,2024-03-03,0,0,1,0,6016.88,6016.88,0.0
O-100033,SKU-098,Fashion,1,274.56,1,1,2024-04-26,0,0,1,0,274.56,274.56,0.0
O-100033,SKU-108,Fashion,1,659.59,1,1,2024-04-26,0,0,1,0,659.59,659.59,0.0
O-100033,SKU-103,Fashion,1,530.93,1,1,2024-04-26,0,0,1,0,530.93,530.93,0.0
O-100033,SKU-026,Electronics,1,320.56,1,1,2024-04-26,0,0,1,0,320.56,320.56,0.0
O-100034,SKU-112,Home,2,2452.5,2,2,2024-01-12,0,0,1,0,4905.0,4905.0,0.0
O-100034,SKU-167,Electronics,1,2964.84,1,1,2024-01-12,0,0,1,0,2964.84,2964.84,0.0
O-100034,SKU-077,Beauty,2,670.73,2,1,2024-01-12,0,0,0,1,1341.46,670.73,670.73
O-100035,SKU-121,Fashion,3,974.67,3,3,2024-03-03,0,0,1,0,2924.0099999999998,2924.0099999999998,0.0
O-100035,SKU-005,Electronics,2,4521.87,2,2,2024-03-03,1,1,1,0,9043.74,9043.74,0.0
O-100035,SKU-071,Home,1,168.89,1,1,2024-03-03,0,0,1,0,168.89,168.89,0.0
O-100036,SKU-064,Home,2,1312.9,2,2,2024-03-07,0,0,1,0,2625.8,2625.8,0.0
O-100036,SKU-046,Sports,1,1662.34,1,1,2024-03-07,0,0,1,0,1662.34,1662.34,0.0
O-100036,SKU-145,Home,1,1771.11,1,0,2024-03-07,0,0,0,1,1771.11,0.0,1771.11
O-100036,SKU-003,Home,2,277.22,2,2,2024-03-07,0,0,1,0,554.44,554.44,0.0
O-100037,SKU-178,Electronics,1,3329.05,1,1,2024-01-05,0,0,1,0,3329.05,3329.05,0.0
O-100037,SKU-121,Sports,3,314.27,3,3,2024-01-05,0,0,1,0,942.81,942.81,0.0
O-100037,SKU-196,Home,1,2139.37,1,1,2024-01-05,0,0,1,0,2139.37,2139.37,0.0
O-100037,SKU-010,Fashion,1,1168.3,1,1,2024-01-05,0,1,1,0,1168.3,1168.3,0.0
O-100038,SKU-096,Beauty,1,1017.22,1,1,2024-03-02,0,0,1,0,1017.22,1017.22,0.0
O-100038,SKU-159,Home,3,1346.63,3,3,2024-03-02,0,0,1,0,4039.8900000000003,4039.8900000000003,0.0
O-100039,SKU-108,Home,3,1991.59,3,3,2024-04-14,0,0,1,0,5974.7699999999995,5974.7699999999995,0.0
O-100039,SKU-045,Sports,2,139.98,2,2,2024-04-14,0,0,1,0,279.96,279.96,0.0
O-100040,SKU-039,Home,3,540.9,3,3,2024-03-02,0,0,1,0,1622.6999999999998,1622.6999999999998,0.0
O-100040,SKU-190,Fashion,1,485.85,1,1,2024-03-02,0,0,1,0,485.85,485.85,0.0
O-100040,SKU-172,Electronics,1,3439.89,1,1,2024-03-02,0,0,1,0,3439.89,3439.89,0.0
O-100041,SKU-042,Home,1,1657.24,1,1,2024-02-26,0,0,1,0,1657.24,1657.24,0.0
O-100041,SKU-008,Fashion,3,308.78,3,3,2024-02-26,0,1,1,0,926.3399999999999,926.3399999999999,0.0
O-100041,SKU-128,Beauty,1,887.57,1,1,2024-02-26,0,0,1,0,887.57,887.57,0.0
O-100042,SKU-161,Sports,1,2430.35,1,1,2024-02-02,0,0,1,0,2430.35,2430.35,0.0
O-100042,SKU-096,Fashion,1,408.27,1,1,2024-02-02,0,0,1,0,408.27,408.27,0.0
O-100042,SKU-068,Electronics,1,4977.35,1,1,2024-02-01,0,0,1,0,4977.35,4977.35,0.0
O-100043,SKU-007,Beauty,1,1371.47,1,1,2024-04-26,0,0,1,0,1371.47,1371.47,0.0
O-100043,SKU-085,Electronics,1,1991.57,1,1,2024-04-26,0,1,1,0,1991.57,1991.57,0.0
O-100043,SKU-008,Home,1,726.16,1,1,2024-04-26,0,0,1,0,726.16,726.16,0.0
O-100044,SKU-105,Beauty,1,160.64,1,1,2024-03-23,0,0,1,0,160.64,160.64,0.0
O-100044,SKU-012,Sports,1,1982.44,1,1,2024-03-23,0,0,1,0,1982.44,1982.44,0.0
O-100044,SKU-139,Sports,2,1711.81,2,2,2024-03-23,0,0,1,0,3423.62,3423.62,0.0
O-100045,SKU-044,Electronics,2,3100.57,2,2,2024-04-02,0,0,1,0,6201.14,6201.14,0.0
O-100045,SKU-041,Electronics,3,2392.81,3,3,2024-04-02,0,0,1,0,7178.43,7178.43,0.0
O-100046,SKU-090,Beauty,1,779.28,1,1,2024-02-27,0,0,1,0,779.28,779.28,0.0
O-100046,SKU-058,Electronics,2,4588.46,2,2,2024-02-27,0,0,1,0,9176.92,9176.92,0.0
O-100046,SKU-024,Electronics,1,4725.25,1,1,2024-02-27,0,0,1,0,4725.25,4725.25,0.0
O-100047,SKU-122,Beauty,2,725.58,2,2,2024-04-17,0,0,1,0,1451.16,1451.16,0.0
O-100048,SKU-107,Sports,1,989.23,1,1,2024-01-26,0,0,1,0,989.23,989.23,0.0
O-100048,SKU-138,Electronics,1,4727.32,1,0,2024-01-26,0,0,0,1,4727.32,0.0,4727.32
O-100048,SKU-113,Fashion,2,553.03,2,2,2024-01-26,0,1,1,0,1106.06,1106.06,0.0
O-100048,SKU-035,Beauty,1,2455.08,1,1,2024-01-26,0,0,1,0,2455.08,2455.08,0.0
O-100049,SKU-121,Sports,1,2230.88,1,1,2024-04-24,0,0,1,0,2230.88,2230.88,0.0
O-100049,SKU-066,Fashion,1,1390.48,1,1,2024-04-23,0,0,1,0,1390.48,1390.48,0.0
O-100049,SKU-033,Sports,1,1803.15,1,1,2024-04-24,0,1,1,0,1803.15,1803.15,0.0
O-100049,SKU-083,Electronics,1,1564.46,1,1,2024-04-23,0,0,1,0,1564.46,1564.46,0.0
O-100050,SKU-123,Sports,2,501.36,2,2,2024-02-23,0,0,1,0,1002.72,1002.72,0.0
O-100050,SKU-127,Home,2,177.67,2,2,2024-02-23,0,0,1,0,355.34,355.34,0.0
O-100050,SKU-192,Home,1,1702.76,1,1,2024-02-23,0,0,1,0,1702.76,1702.76,0.0
O-100051,SKU-057,Sports,1,1406.7,1,1,2024-05-02,0,0,1,0,1406.7,1406.7,0.0
O-100052,SKU-034,Home,1,367.61,1,1,2024-01-23,0,0,1,0,367.61,367.61,0.0
O-100052,SKU-037,Electronics,1,4160.07,1,1,2024-01-23,0,0,1,0,4160.07,4160.07,0.0
O-100053,SKU-191,Fashion,1,1204.79,1,1,2024-03-13,0,0,1,0,1204.79,1204.79,0.0
O-100053,SKU-025,Sports,2,2259.87,2,2,2024-03-13,0,0,1,0,4519.74,4519.74,0.0
O-100053,SKU-184,Electronics,1,2444.59,1,1,2024-03-13,0,0,1,0,2444.59,2444.59,0.0
O-100053,SKU-104,Home,1,959.53,1,0,2024-03-13,0,1,0,1,959.53,0.0,959.53
O-100054,SKU-058,Fashion,2,711.3,2,2,2024-04-28,0,0,1,0,1422.6,1422.6,0.0
O-100054,SKU-065,Fashion,1,742.42,1,1,2024-04-28,0,0,1,0,742.42,742.42,0.0
O-100054,SKU-048,Beauty,3,992.23,3,3,2024-04-28,0,0,1,0,2976.69,2976.69,0.0
O-100055,SKU-172,Sports,4,2302.28,4,3,2024-04-24,0,0,0,1,9209.12,6906.84,2302.28
O-100055,SKU-152,Sports,2,2040.3,2,2,2024-04-24,0,0,1,0,4080.6,4080.6,0.0
O-100056,SKU-148,Home,2,1153.86,2,2,2024-04-14,0,1,1,0,2307.72,2307.72,0.0
O-100056,SKU-069,Fashion,1,877.56,1,1,2024-04-13,0,0,1,0,877.56,877.56,0.0
O-100056,SKU-195,Beauty,2,2086.77,2,1,2024-04-14,0,0,0,1,4173.54,2086.77,2086.77
O-100057,SKU-096,Sports,2,2449.47,2,1,2024-03-12,0,0,0,1,4898.94,2449.47,2449.47
O-100057,SKU-170,Electronics,1,1832.19,1,1,2024-03-12,0,0,1,0,1832.19,1832.19,0.0
O-100057,SKU-038,Beauty,1,467.03,1,0,2024-03-12,0,0,0,1,467.03,0.0,467.03
O-100058,SKU-162,Home,2,217.61,2,2,2024-04-01,0,0,1,0,435.22,435.22,0.0
O-100058,SKU-013,Electronics,3,4046.02,3,3,2024-04-01,0,0,1,0,12138.06,12138.06,0.0
O-100058,SKU-051,Home,2,103.86,2,2,2024-03-31,0,0,1,0,207.72,207.72,0.0
O-100059,SKU-163,Beauty,4,1083.82,4,4,2024-04-26,1,0,1,0,4335.28,4335.28,0.0
O-100059,SKU-009,Fashion,4,130.29,4,4,2024-04-26,0,0,1,0,521.16,521.16,0.0
O-100059,SKU-061,Electronics,2,3320.91,2,2,2024-04-26,0,0,1,0,6641.82,6641.82,0.0
O-100059,SKU-042,Sports,1,1292.93,1,1,2024-04-26,0,0,1,0,1292.93,1292.93,0.0
O-100060,SKU-124,Sports,1,863.38,1,1,2024-01-25,0,0,1,0,863.38,863.38,0.0
O-100060,SKU-089,Beauty,3,1159.54,3,3,2024-01-25,0,0,1,0,3478.62,3478.62,0.0
O-100060,SKU-049,Beauty,1,147.69,1,1,2024-01-25,0,0,1,0,147.69,147.69,0.0
O-100060,SKU-161,Home,1,2131.59,1,1,2024-01-25,0,0,1,0,2131.59,2131.59,0.0
O-100061,SKU-117,Sports,1,453.18,1,1,2024-03-08,0,0,1,0,453.18,453.18,0.0
O-100062,SKU-068,Electronics,1,4784.82,1,1,2024-01-27,0,0,1,0,4784.82,4784.82,0.0
O-100062,SKU-140,Fashion,1,1151.18,1,0,2024-01-27,0,0,0,1,1151.18,0.0,1151.18
O-100062,SKU-113,Sports,2,2190.54,2,2,2024-01-27,0,1,1,0,4381.08,4381.08,0.0
O-100063,SKU-087,Beauty,1,1829.85,1,1,2024-01-11,0,0,1,0,1829.85,1829.85,0.0
O-100063,SKU-048,Sports,1,1337.71,1,1,2024-01-11,0,0,1,0,1337.71,1337.71,0.0
O-100063,SKU-066,Beauty,1,2290.99,1,1,2024-01-11,0,0,1,0,2290.99,2290.99,0.0
O-100063,SKU-088,Electronics,3,3512.1,3,3,2024-01-11,0,0,1,0,10536.3,10536.3,0.0
O-100064,SKU-172,Sports,2,113.52,2,2,2024-02-21,0,0,1,0,227.04,227.04,0.0
O-100064,SKU-088,Fashion,2,1430.48,2,1,2024-02-21,0,0,0,1,2860.96,1430.48,1430.48
O-100065,SKU-017,Electronics,3,600.01,3,3,2024-03-12,0,0,1,0,1800.03,1800.03,0.0
O-100065,SKU-094,Sports,4,1551.02,4,3,2024-03-12,0,0,0,1,6204.08,4653.0599999999995,1551.02
O-100065,SKU-110,Home,2,1047.62,2,2,2024-03-12,0,0,1,0,2095.24,2095.24,0.0
O-100065,SKU-165,Electronics,1,2477.25,1,1,2024-03-12,0,0,1,0,2477.25,2477.25,0.0
O-100066,SKU-059,Electronics,1,4479.25,1,1,2024-01-26,0,0,1,0,4479.25,4479.25,0.0
O-100066,SKU-118,Electronics,1,499.42,1,1,2024-01-26,0,0,1,0,499.42,499.42,0.0
O-100067,SKU-141,Home,1,1037.54,1,1,2024-04-17,0,0,1,0,1037.54,1037.54,0.0
O-100067,SKU-183,Fashion,4,326.17,4,4,2024-04-17,0,0,1,0,1304.68,1304.68,0.0
O-100067,SKU-076,Fashion,1,1379.38,1,1,2024-04-17,0,0,1,0,1379.38,1379.38,0.0
O-100068,SKU-116,Sports,1,566.5,1,1,2024-01-27,0,0,1,0,566.5,566.5,0.0
O-100068,SKU-112,Home,1,623.53,1,1,2024-01-27,0,0,1,0,623.53,623.53,0.0
O-100068,SKU-142,Beauty,1,2434.17,1,1,2024-01-27,0,0,1,0,2434.17,2434.17,0.0
O-100068,SKU-022,Sports,1,615.85,1,1,2024-01-27,0,0,1,0,615.85,615.85,0.0
O-100069,SKU-050,Electronics,1,2413.96,1,1,2024-01-21,0,0,1,0,2413.96,2413.96,0.0
O-100069,SKU-037,Home,3,1422.01,3,3,2024-01-21,0,0,1,0,4266.03,4266.03,0.0
O-100069,SKU-175,Fashion,1,659.17,1,1,2024-01-21,1,0,1,0,659.17,659.17,0.0
O-100069,SKU-057,Sports,1,2415.45,1,0,2024-01-21,0,0,0,1,2415.45,0.0,2415.45
O-100070,SKU-154,Sports,1,1450.71,1,1,2024-04-06,0,0,1,0,1450.71,1450.71,0.0
O-100070,SKU-200,Sports,1,1082.75,1,1,2024-04-06,0,0,1,0,1082.75,1082.75,0.0
O-100070,SKU-039,Sports,2,2263.9,2,2,2024-04-06,0,0,1,0,4527.8,4527.8,0.0
O-100071,SKU-013,Fashion,2,1133.46,2,1,2024-01-26,0,0,0,1,2266.92,1133.46,1133.46
O-100071,SKU-137,Sports,4,2016.19,4,4,2024-01-26,0,0,1,0,8064.76,8064.76,0.0
O-100072,SKU-059,Home,1,1826.95,1,1,2024-01-24,0,0,1,0,1826.95,1826.95,0.0
O-100072,SKU-178,Fashion,1,980.69,1,1,2024-01-24,0,0,1,0,980.69,980.69,0.0
O-100072,SKU-136,Home,3,691.36,3,3,2024-01-24,0,0,1,0,2074.08,2074.08,0.0
O-100073,SKU-026,Home,2,1816.16,2,2,2024-04-01,0,0,1,0,3632.32,3632.32,0.0
O-100073,SKU-175,Sports,4,685.48,4,4,2024-04-01,0,0,1,0,2741.92,2741.92,0.0
O-100074,SKU-058,Home,1,2085.71,1,1,2024-03-29,0,0,1,0,2085.71,2085.71,0.0
O-100075,SKU-139,Fashion,1,1352.16,1,1,2024-01-27,0,0,1,0,1352.16,1352.16,0.0
O-100075,SKU-157,Electronics,1,4177.19,1,1,2024-01-27,0,0,1,0,4177.19,4177.19,0.0
O-100075,SKU-109,Beauty,1,588.94,1,1,2024-01-27,0,1,1,0,588.94,588.94,0.0
O-100075,SKU-052,Fashion,1,621.79,1,1,2024-01-27,0,0,1,0,621.79,621.79,0.0
O-100076,SKU-100,Beauty,1,2072.57,1,1,2024-01-18,1,0,1,0,2072.57,2072.57,0.0
O-100076,SKU-134,Fashion,1,158.96,1,1,2024-01-18,0,0,1,0,158.96,158.96,0.0
O-100076,SKU-108,Home,3,1437.31,3,3,2024-01-18,0,0,1,0,4311.93,4311.93,0.0
O-100076,SKU-122,Fashion,1,628.89,1,1,2024-01-18,0,0,1,0,628.89,628.89,0.0
O-100077,SKU-001,Electronics,1,4742.89,1,1,2024-03-02,0,0,1,0,4742.89,4742.89,0.0
O-100078,SKU-065,Sports,3,926.6,3,2,2024-04-08,0,0,0,1,2779.8,1853.2,926.6
O-100078,SKU-182,Fashion,1,170.2,1,1,2024-04-08,0,0,1,0,170.2,170.2,0.0
O-100079,SKU-054,Sports,3,1498.12,3,3,2024-05-01,0,0,1,0,4494.36,4494.36,0.0
O-100080,SKU-153,Electronics,1,2667.95,1,0,2024-01-23,0,0,0,1,2667.95,0.0,2667.95
O-100080,SKU-018,Beauty,2,980.78,2,1,2024-01-23,0,0,0,1,1961.56,980.78,980.78
O-100081,SKU-036,Beauty,1,1236.44,1,1,2024-05-02,0,1,1,0,1236.44,1236.44,0.0
O-100081,SKU-037,Home,2,1629.09,2,2,2024-05-02,0,1,1,0,3258.18,3258.18,0.0
O-100082,SKU-196,Beauty,2,2382.18,2,2,2024-01-06,0,0,1,0,4764.36,4764.36,0.0
O-100082,SKU-063,Beauty,1,449.28,1,1,2024-01-06,0,0,1,0,449.28,449.28,0.0
O-100082,SKU-101,Sports,1,750.09,1,1,2024-01-06,0,0,1,0,750.09,750.09,0.0
O-100082,SKU-041,Home,1,1496.49,1,1,2024-01-06,0,0,1,0,1496.49,1496.49,0.0
O-100083,SKU-064,Fashion,1,189.38,1,0,2024-04-29,0,0,0,1,189.38,0.0,189.38
O-100084,SKU-019,Home,2,613.18,2,2,2024-01-21,0,1,1,0,1226.36,1226.36,0.0
O-100085,SKU-071,Electronics,2,4515.33,2,2,2024-04-04,0,1,1,0,9030.66,9030.66,0.0
O-100085,SKU-036,Sports,1,265.98,1,1,2024-04-04,0,0,1,0,265.98,265.98,0.0
O-100085,SKU-103,Home,1,2137.73,1,1,2024-04-04,0,0,1,0,2137.73,2137.73,0.0
O-100086,SKU-053,Beauty,3,341.15,3,2,2024-03-28,0,0,0,1,1023.4499999999999,682.3,341.15
O-100087,SKU-037,Fashion,1,1440.52,1,1,2024-04-26,0,1,1,0,1440.52,1440.52,0.0
O-100087,SKU-173,Electronics,1,3936.54,1,1,2024-04-26,0,0,1,0,3936.54,3936.54,0.0
O-100087,SKU-071,Electronics,1,483.56,1,1,2024-04-28,0,0,1,0,483.56,483.56,0.0
O-100087,SKU-195,Sports,2,860.73,2,2,2024-04-28,0,0,1,0,1721.46,1721.46,0.0
O-100088,SKU-080,Sports,1,1302.82,1,1,2024-01-19,0,0,1,0,1302.82,1302.82,0.0
O-100088,SKU-135,Beauty,1,566.68,1,1,2024-01-19,0,0,1,0,566.68,566.68,0.0
O-100088,SKU-027,Home,2,418.39,2,2,2024-01-19,0,1,1,0,836.78,836.78,0.0
O-100088,SKU-198,Beauty,2,1425.54,2,2,2024-01-19,0,0,1,0,2851.08,2851.08,0.0
O-100089,SKU-077,Sports,3,1386.83,3,3,2024-04-06,0,0,1,0,4160.49,4160.49,0.0
O-100089,SKU-032,Beauty,3,2212.71,3,3,2024-04-06,0,0,1,0,6638.13,6638.13,0.0
O-100089,SKU-139,Home,1,1293.77,1,1,2024-04-06,0,0,1,0,1293.77,1293.77,0.0
O-100090,SKU-019,Fashion,1,1303.32,1,1,2024-04-15,0,0,1,0,1303.32,1303.32,0.0
O-100090,SKU-194,Fashion,3,1346.03,3,3,2024-04-15,0,0,1,0,4038.09,4038.09,0.0
O-100091,SKU-011,Electronics,2,4980.76,2,2,2024-03-03,0,0,1,0,9961.52,9961.52,0.0
O-100091,SKU-098,Beauty,1,1975.39,1,1,2024-03-03,0,0,1,0,1975.39,1975.39,0.0
O-100091,SKU-066,Beauty,2,908.28,2,2,2024-03-03,0,0,1,0,1816.56,1816.56,0.0
O-100092,SKU-150,Beauty,1,616.14,1,1,2024-01-04,0,0,1,0,616.14,616.14,0.0
O-100092,SKU-044,Fashion,2,424.82,2,2,2024-01-04,0,0,1,0,849.64,849.64,0.0
O-100092,SKU-182,Home,1,1222.86,1,1,2024-01-04,0,0,1,0,1222.86,1222.86,0.0
O-100093,SKU-134,Sports,1,764.9,1,1,2024-02-11,0,0,1,0,764.9,764.9,0.0
O-100093,SKU-027,Sports,1,888.25,1,1,2024-02-11,0,0,1,0,888.25,888.25,0.0
O-100093,SKU-023,Fashion,1,155.92,1,1,2024-02-11,0,0,1,0,155.92,155.92,0.0
O-100094,SKU-062,Beauty,1,411.3,1,1,2024-04-22,0,0,1,0,411.3,411.3,0.0
